draw,gpp,lai_mean,lai_max,ceff,lma,f_auto,c_fol_0,f_fol,f_lab,d_onset,cr_onset,cr_fall,c_lf
102,3205.387184194612,8.286321303502692,13.615019847956388,95.68113664069925,168.93627054904263,0.6833262708960639,370.9373934872988,0.12467480547830835,0.03194442435012419,96.48569736318608,86.23828328664709,146.307640309997,0.2964114676021418
103,3269.2868320303764,11.856192508661579,16.937000865144807,92.3499619663541,173.02657131858214,0.4352071064535634,1700.4701065999454,0.0788699707627671,0.1397792770537975,117.36870353707403,55.66254492790848,85.95401717269567,0.3070744792077598
104,238.27815388480244,0.4807378088951777,1.568477521502212,18.395354734382018,183.7604670797117,0.6090267548803919,153.8801645696326,0.03153394495567893,0.02290709575763225,18.91770075711243,55.132947679795606,114.27294235114839,0.27468676266349223
105,3296.181186016338,16.157481975482092,19.428422216172006,84.50074842053574,183.35172161330095,0.41048519615522827,1319.5928094646563,0.1275986211525686,0.09843965813058772,267.26039385741575,82.17668097155153,46.934911687507075,0.20159838350402126
106,2506.1119509784535,4.305663417352093,6.800766269929385,42.702040171208736,236.44145741653446,0.6090667450689475,1389.3865637394354,0.012741111868268666,0.09435159436093675,88.42421384364866,90.61619677872177,27.675278532878288,0.2813426119596927
107,2955.143110201096,4.763742851491237,5.986398363257477,93.84866054624432,199.05256212729347,0.663698296941018,686.9090748024131,0.03853247636496869,0.03222205562702656,344.04443164085643,15.753120663450481,55.190258699728965,0.2031875551040191
108,2767.4675563227597,13.506806532139416,16.84110229161769,16.708935588186186,212.0068421255799,0.5208470942452004,1765.458178193017,0.17552769694270326,0.12126435388139725,340.29870076748637,12.182009623081068,30.050988441491725,0.24590133112360807
109,2953.559570880384,5.541990878926871,5.938575402336865,65.79845920355558,186.68006694242393,0.3787818926380677,272.53042367437575,0.11315186416490466,0.04757169587497153,308.07453947749246,88.53218456399436,133.83894694595614,0.3213373519831814
110,2882.9267679122913,4.812700722598498,11.070296683179572,82.5458667458107,194.0462546749611,0.6399355777033677,631.4687116610673,0.028295853797267432,0.041937279573338884,144.56011958141121,30.95822076943606,122.691692491159,0.24827331460218555
111,3043.5579854469684,6.696110400393127,7.77203970330355,67.17504882207123,201.64199739930953,0.6638316553132088,1489.7866314635928,0.13195524892902336,0.031057212688830712,58.067007962755504,70.01576593663879,20.943572404895292,0.31787878713251244
112,3199.2005157178755,10.43317555347938,13.043004226182978,75.46842322469348,218.25305748792272,0.4258945196398367,864.9924859976063,0.15102453939780802,0.13170845329830466,288.31962868309455,58.934094364001204,26.81711836046701,0.3216869787539534
113,3024.9473447252485,8.318384214186851,12.515941705210436,61.23372211298816,161.8086201987031,0.44996144646429964,409.4565078387687,0.059443945372581256,0.0775238224447517,285.8218924943066,19.22166102290535,34.2199047973473,0.2786042113256071
114,3240.311625868733,18.687969499372176,21.13812252898391,41.995783365567675,181.34131243335798,0.346327241439383,1574.7668559174638,0.23437101442952396,0.07748729528047694,276.0636862678994,71.7877005642095,113.4353535861752,0.20985332030484632
115,3259.124032789942,12.564459981110836,17.769420333627234,77.71310871079028,145.35583829664918,0.4683107294465675,1000.0945509232107,0.042680223808937254,0.1440665474912261,95.24959023110651,75.62672381245078,83.53717724688896,0.29576289345811746
116,3275.176346561195,12.666974489738068,18.683908339916,98.80805622916647,155.3554708711035,0.6966580390456641,1435.768691250925,0.08695409844682368,0.04852640312836688,259.8763339271627,50.391932954285295,51.111247338463485,0.22998866154834396
117,2399.167228045153,4.795476919538775,13.402358681018836,43.21386491771507,204.0664724085977,0.6842237659463746,1329.7402501488332,0.012848451864748197,0.03537850450439248,334.74261173168856,99.62089922368277,121.05584438244907,0.22479735424081274
118,2032.2439854794577,6.681041222888528,12.76000306845298,13.368713393383608,153.45751104403232,0.6201263184027936,94.08356806273005,0.031328558455837166,0.11725665692325153,44.09081481726772,33.42531014500352,126.73005746333318,0.2675601678178065
119,3042.1836398326004,7.514356110781914,11.308594232316837,58.508305952209355,192.21809675768083,0.5842095570103611,1870.2313874734741,0.0701866047305103,0.03405694942774653,294.64008728405327,47.192401686278394,97.27303511997629,0.2194144548438467
120,3148.471844056958,7.0599789856821955,9.035458776896578,96.19786744492747,226.13331145117397,0.3032011033185127,1108.9054389011192,0.09371184384510688,0.04147678347132263,320.79998698310175,32.59895919781199,97.63797200172573,0.22716509551239025
121,1968.332986200068,5.818411220658599,7.676695960432829,15.86552583182,223.06740816694952,0.5378073803053931,1407.7535639124765,0.12560766979722382,0.05266249318787931,302.82141081236466,39.07313171405089,46.94249639080539,0.25465072801932975
122,2992.082779267523,8.550078037367301,9.856255074014403,68.45099650340828,184.54561517774135,0.4056947650384454,21.937158602453792,0.11258353047992703,0.07082241895255102,237.56597631605428,50.3831598014355,119.25924379624446,0.2545141178953803
123,3245.890678228929,13.1002688977038,15.316097681095139,73.05862641451333,201.66952339430983,0.39166514305673095,1650.7612675098312,0.1304261457847456,0.08093949198069607,265.6922383452012,15.317501020339387,43.90814417165774,0.2191995868549236
124,3146.790128705007,7.124182941938865,8.95296344624263,84.09599556809655,219.1516278798617,0.33033006708377816,1416.2812060769634,0.10884077367334377,0.05358602012285203,89.26791160946944,43.299326904420404,128.3952968539966,0.25437183192403745
125,3224.800384995799,13.634545596454288,17.374608889893015,63.783163356835374,173.36213847413964,0.37715194893019777,1085.5721646853965,0.08641578877203909,0.1719092381054371,295.35002008668664,88.35312887302314,83.11604163530005,0.2483054735604721
