draw,separatrix,bracket_width,c_fol_0_derived,derived_above_separatrix,inside_derived_range,upper_attractor,f_fol,f_lab,lma,ceff,c_lf
7,97.58529663085938,0.15106201171875,525.3545691298292,True,False,518.1489881668452,0.16001588441620265,0.022222541678608626,178.36754153289365,12.362301215223603,0.2931353585733114
8,30.211639404296875,0.15106201171875,596.3556209917087,True,False,1859.6757170950148,0.17965445213461312,0.052609424955411994,235.74307176219156,14.53922878266991,0.2582351781038064
19,86.55776977539062,0.15106201171875,553.6260863265761,True,False,431.94013587813856,0.09054763050410154,0.08053251925926176,181.30278937995266,9.860276275260603,0.2781660832166019
24,56.647491455078125,0.15106201171875,669.3422178177615,True,False,532.3954884504686,0.07866618490830729,0.07462716770988741,187.44708314214893,11.404880715548874,0.23007662732239134
25,43.505096435546875,0.15106201171875,487.6659384065437,True,False,876.7441279716948,0.07129192928436942,0.12513763737312023,208.1263948892101,16.573202696729822,0.3157899452711368
38,52.719879150390625,0.15106201171875,475.7666402413486,True,False,416.3181835555116,0.0815565804057986,0.03519033848719899,146.32793979316367,19.81168686762536,0.323688100371809
