share,lma,ceff,c_lf,dgpp_dlai,R,sustainable
0.13508261797153806,240.22122639443268,13.434188639904217,0.25617816370308133,314.6527503493344,0.6906810061738298,False
0.06560834122040157,225.60177738127794,10.838016513587224,0.29360158159204597,283.0149989223285,0.28032872541523923,False
0.13809945279159958,199.0547099280078,19.617727588756594,0.23177848445971583,368.87707875908137,1.1041499338340313,True
0.10882782016400666,218.69669982313542,5.752437185463706,0.3242761979156002,193.78385041140112,0.2973720928625773,False
0.06693190784942857,215.77440098024243,6.298576649115946,0.22582348407485908,205.77830210474522,0.28265961350057184,False
0.12401622408866497,190.03581660016727,16.892202391759483,0.2710749658876431,347.8682699418378,0.8374684376334665,False
0.06265398627923653,196.5923671476426,13.816638075634016,0.2854980140427327,318.7692575656955,0.3558405157156489,False
0.10324644509866379,227.63711036573577,9.624198441186287,0.24781132253290142,265.5803434740811,0.48607896343262547,False
0.26182662089722425,157.23037506359609,14.655357413518765,0.27217479801268885,327.3784265458515,2.002993307300425,True
0.10290170400413579,205.35994544142693,5.28904105003636,0.2514196223608312,183.00420985808907,0.3647276907501772,False
0.13048954382249767,212.8638989618627,5.191616659584526,0.28789289894099473,180.6629887626512,0.38469092203669397,False
0.08796029183271464,157.46440235631064,15.881023295797858,0.28499475853668765,339.01748884714243,0.6644916106961173,False
0.12624476782475355,166.03842394506694,19.413410354075378,0.2969479053847369,367.4298379175438,0.940803535122733,False
0.13683295879541932,240.73699415878218,12.547080906456076,0.29531947576037165,304.60426263272745,0.5862620362789338,False
0.12208317234701127,193.88099286344374,7.704391226898313,0.21356425450592967,233.55520777037995,0.6886230608033689,False
0.13197299701470713,165.38919737631034,5.318579097934365,0.2445887817481216,183.70877246004324,0.5993372917518883,False
0.12373534745934882,235.70272006990274,12.126687212751213,0.29594214375845124,299.58099774860256,0.5314184583631325,False
0.13523926342763926,168.04750897941764,14.845312969052415,0.2262829004564262,329.25267187453767,1.1709767945977965,True
0.13412020057791707,236.0028166640947,11.597015333826725,0.2867970724189437,292.9938433157506,0.5805782858619081,False
0.16696551217527666,148.62960683134276,8.331336492840533,0.33319039005257034,244.68785898041023,0.8249761609197852,False
0.08945926905152168,206.0902122391357,9.392680958396088,0.32591007624738877,262.02717130895525,0.34899284199377184,False
0.24835485728541873,213.12207281825187,8.817211462506831,0.2742462695369505,252.84810848762794,1.0743930917150604,True
0.16112313239943996,160.1853567019993,6.859577966821787,0.22517636425857812,217.36631263077697,0.9709671103073593,False
0.14961136094359404,154.38820701411612,17.990661542328525,0.3111712262857815,356.79957436651574,1.1111567944746719,True
0.21622738075949155,166.85681028669566,9.392788487102615,0.3251092715629456,262.02883968116896,1.0444471980001675,True
0.1149274819743332,225.60710365973404,13.631581681860125,0.3012199529366186,316.7929225746491,0.535750833824742,False
0.11049003898338473,226.78103205959712,11.185865464209227,0.20718858465168688,287.6704569310542,0.6764657906577357,False
0.10729001883582492,173.25694922731086,6.247029606887683,0.2320709396598555,204.6773106295552,0.546157120090757,False
0.1318952834377882,190.83547752262683,11.513866862331426,0.28083548783653567,291.93248513057847,0.7184566801954396,False
0.11453796992738555,205.82788961411836,7.681575797917668,0.24373114631916654,233.1365122348794,0.532285363342593,False
0.14583090016303674,150.22931762516015,6.574820149800118,0.25215963211385817,211.57304847227775,0.8144785353122074,False
0.1621629613010917,239.2759487147095,19.98917463216807,0.285599504742824,371.4603270585055,0.8814701428208638,False
0.1499949754366148,150.29770105018656,18.784270264758604,0.256339152541613,362.85155700320803,1.4126625117617533,True
0.2476224883452289,205.6602273595873,12.634779711319299,0.2932194880888963,305.6302886345188,1.2549988627398934,True
0.10634897136310204,167.71657281993575,16.062261367221446,0.28495845795379626,340.6512959535144,0.7580289774436276,False
0.08591389621691514,184.14194918675932,15.555626766177696,0.25876181377821095,336.02958895611846,0.6058819478483893,False
0.11084090036417253,228.37788254928944,17.64313601993323,0.2185264724057044,354.04627091252917,0.7863247982788956,False
0.3436639707768964,212.02644041111319,10.290359915613667,0.25176121638315124,275.3869679014027,1.772958367279654,True
0.0725518227932844,213.3362079404224,8.24765839366363,0.21063468621279988,243.24240476184045,0.39272916585998224,False
0.34645775275639257,201.68264631673617,8.532166993454753,0.2055508415038059,248.10827166356032,2.0734985560138846,True
0.214259259843008,232.5278040809164,5.8133918353784795,0.2653962543292417,195.1595086318889,0.6775785308205503,False
0.11055993200641528,222.1878833254844,10.433345256348272,0.30496865476950946,277.4149429560762,0.4526390700424157,False
0.27173269973874786,173.98230216809227,11.540309914563938,0.22729331362797478,292.27084408733003,2.0083327211411333,True
0.10601926223356345,188.10418168250297,11.747898378431694,0.3152622941525872,294.90058372067995,0.5272176342753456,False
0.10406009862664206,225.14609830869927,19.8503465310951,0.3317980937208065,370.50196099794516,0.5161030580385585,False
0.07918080056423726,146.53945043747035,19.660338975170763,0.2421137033138867,369.1765305635108,0.8239105110066772,False
0.18632722538585256,191.99723577966068,11.494057657562415,0.2954778931540283,291.67850582593854,0.9579895542339969,False
0.11060773044833866,175.92972546323355,15.11012603508118,0.2379244863556905,331.82118188803764,0.8768215632013702,False
0.2735516163076911,209.9685219470923,11.775349464726226,0.32815596272933717,295.2448533631333,1.172160628867307,True
0.08713698604865061,196.558846891454,19.81480403181474,0.28499387842747326,370.2552438723776,0.5759378555078635,False
0.1368280942367296,232.03445564213672,8.961153169821145,0.3105917074320482,255.191977303161,0.48450689201675956,False
0.2296585912844077,208.19205476881365,8.63768453426449,0.29112114705680386,249.87833454775466,0.9468330173679235,False
0.10002951159229675,193.4523127958887,18.536429256699638,0.22491103986775052,360.99567448942514,0.8299376116994289,False
0.16888578465313095,238.98912715556244,7.130931117496591,0.23742890655878202,222.72420814185256,0.6629011675849784,False
0.14468347290710848,171.35914389016563,18.993910931805264,0.23218247343728493,364.3979804276762,1.3251290320406328,True
0.19958183419515418,186.63606521330675,5.623954901076151,0.21946423267181864,190.85260550793802,0.9299503926563153,False
0.3410588849673506,211.34555584378523,7.3346929184046505,0.22312373955381826,226.64728808553525,1.639234156283469,True
0.13064069177455453,211.06073075603894,13.256647881830741,0.2592658313756032,312.69889359115234,0.7465383003769003,False
